DNA_code	Lon_X	Lat_Y	Propositus_Assigned_Bishopric	Longitude_F	Latitude_F	Longitude_M	Latitude_M	Longitude_GF_F	Latitude_GF_F	Longitude_GM_F	Latitude_GM_F	Longitude_GF_M	Latitude_GF_M	Longitude_GM_M	Latitude_GM_M
S28	1.455904	42.359941	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S29	1.469832	42.21881	Urgell	1.48065	42.233438	1.471784	42.21696	1.48065	42.233438	1.48065	42.233438	1.471784	42.21696	1.446245	42.191403
S3	1.743658	42.385349	Urgell	1.765819	42.403685	1.736271	42.379236	1.765819	42.403685	1.736271	42.379236	1.736271	42.379236	1.736271	42.379236
S30	1.483087	42.337753	Urgell	1.415489	42.331472	1.444043	42.354828	1.415489	42.331472	1.687992	42.391842	1.384824	42.272867	1.444043	42.354828
S32	1.325459	42.461829	Urgell	1.394276	42.444829	1.272307	42.504393	1.362325	42.40169	1.394276	42.444829	1.272307	42.504393	1.272929	42.496405
S33	1.497603	42.338351	Urgell	1.695086	42.360065	1.88551	42.372533	1.695086	42.360065	1.400796	42.326946	1.493735	42.339447	1.400796	42.326946
S34	1.316892	42.450894	Urgell	1.404819	42.359873	1.272929	42.496405	ND	ND	1.404819	42.359873	1.272929	42.496405	1.272929	42.496405
S35	0.864251	42.450711	Lleida	0.820625	42.497717	0.986733	42.47424	0.820625	42.497717	0.820625	42.497717	0.829023	42.33317	0.986733	42.47424
S37	1.313166	42.324396	Urgell	1.431	42.35	1.431	42.35	1.180086	42.457389	1.180086	42.457389	1.446245	42.191403	1.446245	42.191403
S38	1.287186	42.175174	Urgell	1.31651	42.17325	1.9	41.8167	1.31651	42.17325	1.31651	42.17325	2.176349	41.384247	1.228539	42.179022
S39	1.471884	42.268966	Urgell	1.455904	42.359941	1.455904	42.359941	1.519824	41.99604	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S4	1.609127	42.35824	Urgell	1.461979	42.357709	1.705011	42.354393	1.461979	42.357709	1.461979	42.357709	1.705011	42.354393	1.807539	42.363149
S42	1.065978	42.383139	Urgell	1.129864	42.411166	0.968492	42.247879	1.122792	42.627918	1.129864	42.411166	1.042765	42.245594	0.968492	42.247879
S43	1.319347	42.376299	Urgell	1.399788	42.298318	1.353047	42.375624	1.399788	42.298318	1.419387	42.368049	1.353047	42.375624	1.105165	42.463207
S44	1.091762	42.374859	Urgell	0.971562	42.249876	1.211962	42.499841	0.971562	42.249876	0.971562	42.249876	1.211962	42.499841	1.211962	42.499841
S45	1.42027	42.3169	Urgell	1.523227	42.373203	1.415489	42.331472	1.270707	42.235193	1.523227	42.373203	1.415489	42.331472	1.471655	42.327732
S48	1.461979	42.357709	Urgell	1.461979	42.357709	1.461979	42.357709	1.461979	42.357709	1.461979	42.357709	1.461979	42.357709	1.461979	42.357709
S49	1.648503	42.362204	Urgell	1.461979	42.357709	1.774535	42.370431	1.461979	42.357709	1.582964	42.350243	1.774535	42.370431	1.774535	42.370431
S52	1.531975	42.367062	Urgell	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139	1.552409	42.341658	1.543969	42.40225	1.523227	42.373203
S54	1.283313	42.059888	Urgell	1.267624	42.057228	1.267624	42.057228	ND	ND	1.31469	42.065206	1.267624	42.057228	1.267624	42.057228
S58	1.114305	42.486797	Urgell	0.733618	41.934578	1.148459	42.591513	1.115488	42.384528	1.104577	42.394594	1.148459	42.591513	1.088697	42.576555
S64	1.451773	42.375788	Urgell	1.461979	42.357709	1.461979	42.357709	1.421153	42.430025	1.461979	42.357709	1.461979	42.357709	1.461979	42.357709
S65	1.195361	42.509101	Urgell	1.074297	42.663962	1.312571	42.355978	1.074297	42.663962	1.082004	42.660484	1.312571	42.355978	1.312571	42.355978
S66	1.510139	42.174769	Urgell	1.382588	42.313004	1.415489	42.331472	1.382588	42.313004	1.826991	41.723127	1.415489	42.331472	1.415489	42.331472
S68	1.056629	42.28328	Urgell	1.428415	42.341737	0.876901	42.091602	0.899438	42.367038	1.428415	42.341737	0.876901	42.091602	1.021761	42.332742
S73	1.348944	42.177788	Urgell	1.31651	42.17325	1.31651	42.17325	1.31651	42.17325	1.31651	42.17325	1.31651	42.17325	1.446245	42.191403
S75	1.849125	42.401554	Urgell	1.845402	42.410597	1.878251	42.447942	1.705011	42.354393	1.88551	42.372533	1.878251	42.447942	1.927728	42.43135
S76	1.52991	42.367823	Urgell	1.508294	42.351139	1.508294	42.351139	1.584271	42.34995	1.605123	42.324984	1.508294	42.351139	1.421954	42.445218
S77	1.476875	42.411588	Urgell	1.523227	42.373203	1.447155	42.435561	1.523227	42.373203	1.415489	42.331472	1.447155	42.435561	1.521627	42.506116
S79	1.760651	42.217094	Solsona	1.382588	42.313004	2.109403	42.055264	1.382588	42.313004	1.441211	42.444847	2.109403	42.055264	2.109403	42.055264
S8	1.583392	42.264886	Urgell	1.566756	42.230948	1.566756	42.230948	1.566756	42.230948	1.566756	42.230948	1.566756	42.230948	1.6333	42.3667
S83	1.409579	42.382484	Urgell	1.420046	42.370925	1.461979	42.357709	1.419387	42.368049	1.353047	42.375624	1.456304	42.40378	2.176349	41.384247
S84	1.448227	42.344318	Urgell	1.328864	42.2114	1.582964	42.350243	1.623211	42.379185	1.042765	42.245594	1.582964	42.350243	1.543969	42.40225
S85	1.348308	42.377453	Urgell	1.394276	42.444829	1.328864	42.2114	1.394276	42.444829	1.262214	42.59241	1.394421	42.178457	1.342322	42.294118
S86	1.373782	42.320818	Urgell	1.48065	42.233438	1.3167	42.3833	1.48065	42.233438	1.471784	42.21696	1.3167	42.3833	1.225994	42.449574
S88	1.478377	42.382915	Urgell	1.523227	42.373203	1.523227	42.373203	1.523227	42.373203	1.343826	42.412051	1.523227	42.373203	1.523227	42.373203
S89	1.233729	42.376579	Urgell	1.444043	42.354828	1.129864	42.411166	1.444043	42.354828	1.129864	42.411166	1.129864	42.411166	1.231146	42.329157
S90	1.413557	42.310427	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	2.012151	41.562363	1.455904	42.359941	1.328864	42.2114
S93	1.348917	42.480647	Urgell	1.272929	42.496405	1.424905	42.464889	1.272929	42.496405	1.272929	42.496405	1.424905	42.464889	1.424905	42.464889
S94	1.69742	42.35105	Urgell	1.673772	42.334168	1.774535	42.370431	1.705011	42.354393	1.705011	42.354393	1.605123	42.324984	1.774535	42.370431
S96	1.363726	42.284145	Urgell	1.382588	42.313004	1.382588	42.313004	1.387672	42.23534	1.382588	42.313004	1.342322	42.294118	1.342322	42.294118
